Repository Name,Date Of Event,Doc Class Name,Total Msgs,Total Size In MB,Exported Date,Email Sent Date
carlsbad.branch.h.sv.schwab,2023-05-27,=EMAIL=,1,0.00,2023-08-02 22:45,2023-05-27 - 2023-05-27
carlsbad.branch.h.sv.schwab,2023-05-27,MAILINGLIST,1,0.00,2023-08-02 22:45,2023-05-27 - 2023-05-27
fax.advice.schwab,2023-05-27,=EMAIL=,23,0.01,2023-08-02 22:45,2023-05-27 - 2023-05-27
fax.advice.schwab,2023-05-27,MAILINGLIST,34,0.02,2023-08-02 22:45,2023-05-27 - 2023-05-27
fax.branch.schwab,2023-05-27,=EMAIL=,119,0.06,2023-08-02 22:45,2023-05-27 - 2023-05-27
fax.branch.schwab,2023-05-27,MAILINGLIST,97,0.04,2023-08-02 22:45,2023-05-27 - 2023-05-27
misc.mailouts.schwab,2023-05-27,=EMAIL=,494306,57133.86,2023-08-02 22:45,2023-05-27 - 2023-05-27
misc.mailouts.schwab,2023-05-27,MAILINGLIST,2015459,2942.12,2023-08-02 22:45,2023-05-27 - 2023-05-27
rrrpsclepsd.sv.schwab,2023-05-27,=EMAIL=,1,0.00,2023-08-02 22:45,2023-05-27 - 2023-05-27
schwab.dom.repository,2023-05-27,=EMAIL=,4571720,199598.04,2023-08-02 22:45,2023-05-27 - 2023-05-27
carlsbad.branch.h.sv.schwab,2023-05-26,=EMAIL=,1,0.00,2023-08-02 22:46,2023-05-26 - 2023-05-26
carlsbad.branch.h.sv.schwab,2023-05-26,MAILINGLIST,2,0.00,2023-08-02 22:46,2023-05-26 - 2023-05-26
executiveservices.sv.schwab,2023-05-26,MAILINGLIST,1,0.00,2023-08-02 22:46,2023-05-26 - 2023-05-26
fax.advice.schwab,2023-05-26,=EMAIL=,74,0.04,2023-08-02 22:46,2023-05-26 - 2023-05-26
fax.advice.schwab,2023-05-26,MAILINGLIST,37,0.02,2023-08-02 22:46,2023-05-26 - 2023-05-26
fax.branch.schwab,2023-05-26,=EMAIL=,903,0.44,2023-08-02 22:46,2023-05-26 - 2023-05-26
fax.branch.schwab,2023-05-26,MAILINGLIST,199,0.09,2023-08-02 22:46,2023-05-26 - 2023-05-26
misc.mailouts.schwab,2023-05-26,=EMAIL=,2027255,111623.15,2023-08-02 22:46,2023-05-26 - 2023-05-26
misc.mailouts.schwab,2023-05-26,MAILINGLIST,2535345,3715.38,2023-08-02 22:46,2023-05-26 - 2023-05-26
schwab.catchall.repository,2023-05-26,=EMAIL=,28,0.53,2023-08-02 22:46,2023-05-26 - 2023-05-26
schwab.dom.repository,2023-05-26,=EMAIL=,1580657,67929.92,2023-08-02 22:46,2023-05-26 - 2023-05-26
sps.external.email.sv.schwab,2023-05-26,=EMAIL=,1,0.00,2023-08-02 22:46,2023-05-26 - 2023-05-26
spsdenvertrading.sv.schwab,2023-05-26,MAILINGLIST,1,0.00,2023-08-02 22:46,2023-05-26 - 2023-05-26
carlsbad.branch.h.sv.schwab,2023-05-25,=EMAIL=,1,0.00,2023-08-02 22:47,2023-05-25 - 2023-05-25
carlsbad.branch.h.sv.schwab,2023-05-25,MAILINGLIST,2,0.00,2023-08-02 22:47,2023-05-25 - 2023-05-25
fax.advice.schwab,2023-05-25,=EMAIL=,75,0.04,2023-08-02 22:47,2023-05-25 - 2023-05-25
fax.advice.schwab,2023-05-25,MAILINGLIST,35,0.02,2023-08-02 22:47,2023-05-25 - 2023-05-25
fax.branch.schwab,2023-05-25,=EMAIL=,1635,0.78,2023-08-02 22:47,2023-05-25 - 2023-05-25
fax.branch.schwab,2023-05-25,MAILINGLIST,168,0.08,2023-08-02 22:47,2023-05-25 - 2023-05-25
misc.mailouts.schwab,2023-05-25,=EMAIL=,1871959,107867.29,2023-08-02 22:47,2023-05-25 - 2023-05-25
misc.mailouts.schwab,2023-05-25,MAILINGLIST,7071625,10290.81,2023-08-02 22:47,2023-05-25 - 2023-05-25
rrrpsclepsd.sv.schwab,2023-05-25,MAILINGLIST,1,0.00,2023-08-02 22:47,2023-05-25 - 2023-05-25
schwab.dom.repository,2023-05-25,=EMAIL=,704601,42981.26,2023-08-02 22:47,2023-05-25 - 2023-05-25
sps.external.email.sv.schwab,2023-05-25,MAILINGLIST,1,0.00,2023-08-02 22:47,2023-05-25 - 2023-05-25
carlsbad.branch.h.sv.schwab,2023-05-24,=EMAIL=,1,0.00,2023-08-02 22:48,2023-05-24 - 2023-05-24
fax.advice.schwab,2023-05-24,=EMAIL=,71,0.04,2023-08-02 22:48,2023-05-24 - 2023-05-24
fax.advice.schwab,2023-05-24,MAILINGLIST,3,0.00,2023-08-02 22:48,2023-05-24 - 2023-05-24
fax.branch.schwab,2023-05-24,=EMAIL=,973,0.47,2023-08-02 22:48,2023-05-24 - 2023-05-24
fax.branch.schwab,2023-05-24,MAILINGLIST,2,0.00,2023-08-02 22:48,2023-05-24 - 2023-05-24
misc.mailouts.schwab,2023-05-24,=EMAIL=,1437651,99447.52,2023-08-02 22:48,2023-05-24 - 2023-05-24
misc.mailouts.schwab,2023-05-24,MAILINGLIST,150944,221.68,2023-08-02 22:48,2023-05-24 - 2023-05-24
schwab.dom.repository,2023-05-24,=EMAIL=,515565,20606.95,2023-08-02 22:48,2023-05-24 - 2023-05-24
carlsbad.branch.h.sv.schwab,2023-05-23,=EMAIL=,3,0.00,2023-08-02 22:49,2023-05-23 - 2023-05-23
fax.advice.schwab,2023-05-23,=EMAIL=,199,0.10,2023-08-02 22:49,2023-05-23 - 2023-05-23
fax.advice.schwab,2023-05-23,MAILINGLIST,5,0.00,2023-08-02 22:49,2023-05-23 - 2023-05-23
fax.branch.schwab,2023-05-23,=EMAIL=,1141,0.55,2023-08-02 22:49,2023-05-23 - 2023-05-23
fax.branch.schwab,2023-05-23,MAILINGLIST,33,0.01,2023-08-02 22:49,2023-05-23 - 2023-05-23
misc.mailouts.schwab,2023-05-23,=EMAIL=,8473233,115991.20,2023-08-02 22:49,2023-05-23 - 2023-05-23
misc.mailouts.schwab,2023-05-23,MAILINGLIST,495481,722.53,2023-08-02 22:49,2023-05-23 - 2023-05-23
rrrpsclepsd.sv.schwab,2023-05-23,=EMAIL=,1,0.00,2023-08-02 22:49,2023-05-23 - 2023-05-23
schwab.dom.repository,2023-05-23,=EMAIL=,5386320,212596.55,2023-08-02 22:49,2023-05-23 - 2023-05-23
sps.external.email.sv.schwab,2023-05-23,=EMAIL=,2,0.00,2023-08-02 22:49,2023-05-23 - 2023-05-23
carlsbad.branch.h.sv.schwab,2023-05-22,=EMAIL=,1,0.00,2023-08-02 22:50,2023-05-22 - 2023-05-22
fax.advice.schwab,2023-05-22,=EMAIL=,52,0.03,2023-08-02 22:50,2023-05-22 - 2023-05-22
fax.advice.schwab,2023-05-22,MAILINGLIST,19,0.01,2023-08-02 22:50,2023-05-22 - 2023-05-22
fax.branch.schwab,2023-05-22,=EMAIL=,206,0.11,2023-08-02 22:50,2023-05-22 - 2023-05-22
fax.branch.schwab,2023-05-22,MAILINGLIST,111,0.05,2023-08-02 22:50,2023-05-22 - 2023-05-22
misc.mailouts.schwab,2023-05-22,=EMAIL=,1103293,59846.60,2023-08-02 22:50,2023-05-22 - 2023-05-22
misc.mailouts.schwab,2023-05-22,MAILINGLIST,2018970,2941.24,2023-08-02 22:50,2023-05-22 - 2023-05-22
rrrpsclepsd.sv.schwab,2023-05-22,=EMAIL=,1,0.00,2023-08-02 22:50,2023-05-22 - 2023-05-22
schwab.dom.repository,2023-05-22,=EMAIL=,1166879,46454.23,2023-08-02 22:50,2023-05-22 - 2023-05-22
carlsbad.branch.h.sv.schwab,2023-05-21,MAILINGLIST,1,0.00,2023-08-02 22:51,2023-05-21 - 2023-05-21
fax.advice.schwab,2023-05-21,=EMAIL=,4,0.00,2023-08-02 22:51,2023-05-21 - 2023-05-21
fax.advice.schwab,2023-05-21,MAILINGLIST,36,0.02,2023-08-02 22:51,2023-05-21 - 2023-05-21
fax.branch.schwab,2023-05-21,=EMAIL=,7,0.00,2023-08-02 22:51,2023-05-21 - 2023-05-21
fax.branch.schwab,2023-05-21,MAILINGLIST,133,0.06,2023-08-02 22:51,2023-05-21 - 2023-05-21
misc.mailouts.schwab,2023-05-21,=EMAIL=,159210,9006.12,2023-08-02 22:51,2023-05-21 - 2023-05-21
misc.mailouts.schwab,2023-05-21,MAILINGLIST,2408874,3476.86,2023-08-02 22:51,2023-05-21 - 2023-05-21
schwab.dom.repository,2023-05-21,=EMAIL=,21477,745.15,2023-08-02 22:51,2023-05-21 - 2023-05-21
fax.advice.schwab,2023-05-20,=EMAIL=,32,0.02,2023-08-02 22:52,2023-05-20 - 2023-05-20
fax.advice.schwab,2023-05-20,MAILINGLIST,24,0.01,2023-08-02 22:52,2023-05-20 - 2023-05-20
fax.branch.schwab,2023-05-20,=EMAIL=,117,0.06,2023-08-02 22:52,2023-05-20 - 2023-05-20
fax.branch.schwab,2023-05-20,MAILINGLIST,107,0.05,2023-08-02 22:52,2023-05-20 - 2023-05-20
misc.mailouts.schwab,2023-05-20,=EMAIL=,720650,51630.82,2023-08-02 22:52,2023-05-20 - 2023-05-20
misc.mailouts.schwab,2023-05-20,MAILINGLIST,2038973,2968.03,2023-08-02 22:52,2023-05-20 - 2023-05-20
schwab.dom.repository,2023-05-20,=EMAIL=,23913,840.95,2023-08-02 22:52,2023-05-20 - 2023-05-20
carlsbad.branch.h.sv.schwab,2023-05-19,=EMAIL=,1,0.00,2023-08-02 22:53,2023-05-19 - 2023-05-19
carlsbad.branch.h.sv.schwab,2023-05-19,MAILINGLIST,1,0.00,2023-08-02 22:53,2023-05-19 - 2023-05-19
fax.advice.schwab,2023-05-19,=EMAIL=,67,0.03,2023-08-02 22:53,2023-05-19 - 2023-05-19
fax.advice.schwab,2023-05-19,MAILINGLIST,25,0.01,2023-08-02 22:53,2023-05-19 - 2023-05-19
fax.branch.schwab,2023-05-19,=EMAIL=,252,0.13,2023-08-02 22:53,2023-05-19 - 2023-05-19
fax.branch.schwab,2023-05-19,MAILINGLIST,128,0.06,2023-08-02 22:53,2023-05-19 - 2023-05-19
misc.mailouts.schwab,2023-05-19,=EMAIL=,1829715,102820.55,2023-08-02 22:53,2023-05-19 - 2023-05-19
misc.mailouts.schwab,2023-05-19,MAILINGLIST,1915770,2789.08,2023-08-02 22:53,2023-05-19 - 2023-05-19
schwab.dom.repository,2023-05-19,=EMAIL=,339353,13886.73,2023-08-02 22:53,2023-05-19 - 2023-05-19
carlsbad.branch.h.sv.schwab,2023-05-18,=EMAIL=,1,0.00,2023-08-02 22:54,2023-05-18 - 2023-05-18
carlsbad.branch.h.sv.schwab,2023-05-18,MAILINGLIST,2,0.00,2023-08-02 22:54,2023-05-18 - 2023-05-18
fax.advice.schwab,2023-05-18,=EMAIL=,98,0.05,2023-08-02 22:54,2023-05-18 - 2023-05-18
fax.advice.schwab,2023-05-18,MAILINGLIST,23,0.01,2023-08-02 22:54,2023-05-18 - 2023-05-18
fax.branch.schwab,2023-05-18,=EMAIL=,474,0.24,2023-08-02 22:54,2023-05-18 - 2023-05-18
fax.branch.schwab,2023-05-18,MAILINGLIST,107,0.05,2023-08-02 22:54,2023-05-18 - 2023-05-18
misc.mailouts.schwab,2023-05-18,=EMAIL=,1766400,106399.76,2023-08-02 22:54,2023-05-18 - 2023-05-18
misc.mailouts.schwab,2023-05-18,MAILINGLIST,1528988,2220.70,2023-08-02 22:54,2023-05-18 - 2023-05-18
schwab.dom.repository,2023-05-18,=EMAIL=,715384,33375.88,2023-08-02 22:54,2023-05-18 - 2023-05-18
fax.advice.schwab,2023-05-17,=EMAIL=,44,0.02,2023-08-02 22:55,2023-05-17 - 2023-05-17
fax.advice.schwab,2023-05-17,MAILINGLIST,2,0.00,2023-08-02 22:55,2023-05-17 - 2023-05-17
fax.branch.schwab,2023-05-17,=EMAIL=,1029,0.51,2023-08-02 22:55,2023-05-17 - 2023-05-17
fax.branch.schwab,2023-05-17,MAILINGLIST,11,0.01,2023-08-02 22:55,2023-05-17 - 2023-05-17
misc.mailouts.schwab,2023-05-17,=EMAIL=,1567566,108353.80,2023-08-02 22:55,2023-05-17 - 2023-05-17
misc.mailouts.schwab,2023-05-17,MAILINGLIST,124971,182.83,2023-08-02 22:55,2023-05-17 - 2023-05-17
schwab.dom.repository,2023-05-17,=EMAIL=,475944,19239.62,2023-08-02 22:55,2023-05-17 - 2023-05-17
carlsbad.branch.h.sv.schwab,2023-05-16,=EMAIL=,3,0.00,2023-08-02 22:56,2023-05-16 - 2023-05-16
fax.advice.schwab,2023-05-16,=EMAIL=,117,0.06,2023-08-02 22:56,2023-05-16 - 2023-05-16
fax.advice.schwab,2023-05-16,MAILINGLIST,7,0.00,2023-08-02 22:56,2023-05-16 - 2023-05-16
fax.branch.schwab,2023-05-16,=EMAIL=,610,0.31,2023-08-02 22:56,2023-05-16 - 2023-05-16
fax.branch.schwab,2023-05-16,MAILINGLIST,41,0.02,2023-08-02 22:56,2023-05-16 - 2023-05-16
misc.mailouts.schwab,2023-05-16,=EMAIL=,3451366,103322.30,2023-08-02 22:56,2023-05-16 - 2023-05-16
misc.mailouts.schwab,2023-05-16,MAILINGLIST,410862,597.96,2023-08-02 22:56,2023-05-16 - 2023-05-16
rrrpsclepsd.sv.schwab,2023-05-16,=EMAIL=,1,0.00,2023-08-02 22:56,2023-05-16 - 2023-05-16
schwab.dom.repository,2023-05-16,=EMAIL=,7297498,582668.39,2023-08-02 22:56,2023-05-16 - 2023-05-16
sps.external.email.sv.schwab,2023-05-16,=EMAIL=,1,0.00,2023-08-02 22:56,2023-05-16 - 2023-05-16
carlsbad.branch.h.sv.schwab,2023-05-15,=EMAIL=,1,0.00,2023-08-02 22:57,2023-05-15 - 2023-05-15
carlsbad.branch.h.sv.schwab,2023-05-15,MAILINGLIST,1,0.00,2023-08-02 22:57,2023-05-15 - 2023-05-15
fax.advice.schwab,2023-05-15,=EMAIL=,60,0.03,2023-08-02 22:57,2023-05-15 - 2023-05-15
fax.advice.schwab,2023-05-15,MAILINGLIST,27,0.01,2023-08-02 22:57,2023-05-15 - 2023-05-15
fax.branch.schwab,2023-05-15,=EMAIL=,1164,0.57,2023-08-02 22:57,2023-05-15 - 2023-05-15
fax.branch.schwab,2023-05-15,MAILINGLIST,132,0.06,2023-08-02 22:57,2023-05-15 - 2023-05-15
misc.mailouts.schwab,2023-05-15,=EMAIL=,1074089,54089.42,2023-08-02 22:57,2023-05-15 - 2023-05-15
misc.mailouts.schwab,2023-05-15,MAILINGLIST,1979328,2868.19,2023-08-02 22:57,2023-05-15 - 2023-05-15
schwab.dom.repository,2023-05-15,=EMAIL=,2196778,85850.52,2023-08-02 22:57,2023-05-15 - 2023-05-15
